0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	+5.561075474311226E-6	+1.1173735655794397E-5	+1.6874386918126324E-5	+2.2696738606209052E-5	+2.8670452089007504E-5	+3.4819745359604746E-5	+4.116195317829776E-5	+4.770605561000363E-5	+5.445120415491521E-5	+6.138529429113954E-5	+6.848365544858485E-5	+7.57079528316616E-5	+8.300541782120947E-5	+9.030854159308187E-5	+9.753537575651223E-5	+1.0459057917702325E-4	+1.1136732657371281E-4	+1.177501478514154E-4	+1.2361869580215643E-4	+1.2885234623322215E-4	+1.3333542661137095E-4	+1.369627606545416E-4	+1.396451253826084E-4	+1.4131416409472373E-4	+1.4192630072710225E-4	+1.4146526693627047E-4	+1.399429795122745E-4	+1.3739867531454013E-4	+1.3389639629056985E-4	+1.2952108676262333E-4	+1.2437369149969246E-4	+1.1856570909026649E-4	+1.1221365725669745E-4	+1.0543385387598792E-4	+9.83378267455588E-5	+9.102855668949913E-5	+8.359765086531666E-5	+7.612344979880933E-5	+6.867000060022667E-5	+6.128678243772154E-5	+5.4009047013951574E-5	+4.685863238043264E-5	+3.984511778548155E-5	+3.296720530347973E-5	+2.6214236373883462E-5	+1.9567774731431905E-5	+1.3003209202582035E-5	+6.49134903057046E-6	0.0	
0.0	+1.1173735655794397E-5	+2.245207630975665E-5	+3.390937136855219E-5	+4.5614593355336904E-5	+5.7628635875086795E-5	+7.000151215181401E-5	+8.276945039648381E-5	+9.595190803559758E-5	+1.0954855991664175E-4	+1.235363557770637E-4	+1.3786678836377183E-4	+1.5246356306194847E-4	+1.6722090828905284E-4	+1.8200280653060915E-4	+1.9664344971309612E-4	+2.1094921874669406E-4	+2.247024440569701E-4	+2.376671119355499E-4	+2.4959653557332575E-4	+2.602428132205237E-4	+2.6936766441146027E-4	+2.767539973251796E-4	+2.822173563644603E-4	+2.8561627434804475E-4	+2.868605483760188E-4	+2.8591659461716865E-4	+2.828093090048159E-4	+2.776202307069565E-4	+2.704822110071143E-4	+2.6157116018445917E-4	+2.5109571686342074E-4	+2.3928582070399928E-4	+2.2638116424461956E-4	+2.126203753550809E-4	+1.9823157815280834E-4	+1.834247427967738E-4	+1.683860035299144E-4	+1.5327392841067366E-4	+1.3821757871274599E-4	+1.2331610449211195E-4	+1.0863958030527039E-4	+9.423078166888185E-5	+8.010762708306853E-5	+6.626605138304381E-5	+5.26831247606517E-5	+3.932028123745273E-5	+2.612656613320519E-5	+1.3041851473426732E-5	0.0	
0.0	+1.6874386918126324E-5	+3.390937136855219E-5	+5.122037617579843E-5	+6.89148100339253E-5	+8.708801823284867E-5	+1.0581905781868828E-4	+1.25166282005799E-4	+1.4516275728695244E-4	+1.6581158708079747E-4	+1.870812781136198E-4	+2.089013589412492E-4	+2.3115854083152689E-4	+2.536937933806023E-4	+2.7630078064001253E-4	+2.9872615386562334E-4	+3.20672206101615E-4	+3.418023413740086E-4	+3.617496782858553E-4	+3.8012888195084566E-4	+3.965510006289104E-4	+4.1064069559058593E-4	+4.2205484067852196E-4	+4.3050110092257245E-4	+4.357548597196983E-4	+4.3767282804182375E-4	+4.36201883359636E-4	+4.3138214541602363E-4	+4.233439355324023E-4	+4.1229897200153326E-4	+3.985267937778028E-4	+3.823578643349135E-4	+3.6415502209998017E-4	+3.4429490823347864E-4	+3.2315076317396393E-4	+3.0107761682572544E-4	+2.7840048584625764E-4	+2.554058043451557E-4	+2.3233599746652929E-4	+2.0938688223396518E-4	+1.8670744783016397E-4	+1.6440151581428294E-4	+1.4253079062095012E-4	+1.2111886169278336E-4	+1.0015579256204463E-4	+7.960301472723841E-5	+5.939832508181234E-5	+3.946085854134889E-5	+1.9695968953128047E-5	0.0	
0.0	+2.2696738606209052E-5	+4.5614593355336904E-5	+6.89148100339253E-5	+9.274806677645024E-5	+1.1724909345881019E-4	+1.4253100761263125E-4	+1.6867932814574666E-4	+1.9574567908725056E-4	+2.237412635548987E-4	+2.5263027452059473E-4	+2.823235135175459E-4	+3.126726081774676E-4	+3.434653470989131E-4	+3.744227728750949E-4	+4.051987709467254E-4	+4.3538293582292203E-4	+4.645074540719657E-4	+4.920585812237884E-4	+5.174929803380896E-4	+5.402587250832062E-4	+5.598201730312943E-4	+5.756852509752024E-4	+5.874330728584962E-4	+5.947393725186181E-4	+5.973971172915638E-4	+5.953299684774571E-4	+5.885969754603219E-4	+5.773879263275071E-4	+5.620099310890261E-4	+5.428668497905926E-4	+5.204338988877737E-4	+4.952300696119521E-4	+4.677908764436843E-4	+4.386435160679223E-4	+4.0828589672395576E-4	+3.771703348040531E-4	+3.4569211933190193E-4	+3.141826810211106E-4	+2.8290679425031697E-4	+2.5206307908552195E-4	+2.2178702940268144E-4	+1.9215583808810082E-4	+1.6319438812449229E-4	+1.3488190158294025E-4	+1.071588668508579E-4	+7.993398456331287E-5	+5.3090977193472944E-5	+2.649519285025173E-5	0.0	
0.0	+2.8670452089007514E-5	+5.762863587508681E-5	+8.70880182328487E-5	+1.1724909345881019E-4	+1.4829271180932118E-4	+1.803729746590725E-4	+2.1360961704772113E-4	+2.4807985997515934E-4	+2.838097995973141E-4	+3.2076551200445086E-4	+3.588441925731746E-4	+3.978658167626371E-4	+4.3756599789643975E-4	+4.775909118419793E-4	+5.174953324486269E-4	+5.567449362176098E-4	+5.947240388704989E-4	+6.307497619832367E-4	+6.640932403988873E-4	+6.940078388509307E-4	+7.197634634674608E-4	+7.406850144583605E-4	+7.561919954862098E-4	+7.658355058360175E-4	+7.693285447868893E-4	+7.665659417632254E-4	+7.576313277159162E-4	+7.427902165635252E-4	+7.224701264816836E-4	+6.972303243814508E-4	+6.677248791327139E-4	+6.346630937681492E-4	+5.987710908489166E-4	+5.607575365858486E-4	+5.212854594337494E-4	+4.809510805458115E-4	+4.40269691849302E-4	+3.996679764415232E-4	+3.59481779840062E-4	+3.19958177465126E-4	+2.812606893077276E-4	+2.4347660874688839E-4	+2.066255878099904E-4	+1.7066881685481996E-4	+1.3551832649080244E-4	+1.0104610833616709E-4	+6.709289196546353E-5	+3.347652666078271E-5	0.0	
0.0	+3.481974535960476E-5	+7.000151215181402E-5	+1.0581905781868831E-4	+1.4253100761263128E-4	+1.803729746590726E-4	+2.1954904576854047E-4	+2.6022249093812967E-4	+3.0250562317000584E-4	+3.464488338732847E-4	+3.920289648019355E-4	+4.3913735643667513E-4	+4.87568138036424E-4	+5.370075928882555E-4	+5.870257292556304E-4	+6.370714826660193E-4	+6.864732169024083E-4	+7.344463042540028E-4	+7.801094550231189E-4	+8.225110301805233E-4	+8.606657283278128E-4	+8.936007697095411E-4	+9.204090969618936E-4	+9.403054122404973E-4	+9.52679454146334E-4	+9.571402378666357E-4	+9.535454162663215E-4	+9.420115918549489E-4	+9.229040638660948E-4	+8.968075244566119E-4	+8.644818725473957E-4	+8.268089864170826E-4	+7.847367310694402E-4	+7.392257971629273E-4	+6.912035530028361E-4	+6.415273921386523E-4	+5.909584572755889E-4	+5.4014535413708E-4	+4.896166276337762E-4	+4.397803381403112E-4	+3.909289667622418E-4	+3.43247993386173E-4	+2.9682673481825543E-4	+2.5167032729629896E-4	+2.077120364853282E-4	+1.6482534817565325E-4	+1.2283551987028824E-4	+8.15304537218962E-5	+4.06708876756804E-5	0.0	
0.0	+4.116195317829778E-5	+8.276945039648386E-5	+1.2516628200579904E-4	+1.6867932814574672E-4	+2.1360961704772115E-4	+2.602224909381297E-4	+3.087366469404744E-4	+3.593118896217446E-4	+4.12035537613919E-4	+4.6690758134630765E-4	+5.238249053103324E-4	+5.825651775276913E-4	+6.427713758318717E-4	+7.039383571018469E-4	+7.65403351660099E-4	+8.263427182326861E-4	+8.857776211967247E-4	+9.425913432441369E-4	+9.955605430783225E-4	+0.0010434017338676635	+0.001084832490179495	+0.0011186444500080695	+0.0011437823818217909	+0.0011594210445706684	+0.001165030095681389	+0.0011604176617767891	+0.0011457457224529032	+0.00112151478967823	+0.0010885203980657465	+0.0010477882537281203	+0.0010004974254752992	+9.47901322490511E-4	+8.912547305775988E-4	+8.317526381471709E-4	+7.704837876525575E-4	+7.083994484660797E-4	+6.462961407203132E-4	+5.848100074160105E-4	+5.244201303862813E-4	+4.654581390406317E-4	+4.081217892056527E-4	+3.524906447720708E-4	+2.985424732850277E-4	+2.461694056383652E-4	+1.951932795811974E-4	+1.4537987864746965E-4	+9.645199706528524E-5	+4.8101418030852005E-5	0.0	
0.0	+4.770605561000365E-5	+9.595190803559766E-5	+1.451627572869525E-4	+1.9574567908725062E-4	+2.480798599751594E-4	+3.0250562317000595E-4	+3.593118896217447E-4	+4.187217777795209E-4	+4.8087614618210037E-4	+5.458150441136618E-4	+6.134572800165042E-4	+6.835786691587883E-4	+7.557900016001108E-4	+8.29516386554513E-4	+9.039803610113173E-4	+9.781919344696278E-4	+0.001050949446027977	+0.0011208555183663442	+0.0011863522051555769	+0.00124577829965299	+0.001297449413670188	+0.00133975778238714	+0.0013712841662717288	+0.0013909096507667613	+0.0013979120468837032	+0.0013920315228780436	+0.001373493935560242	+0.0013429875640194682	+0.0013015975403059472	+0.0012507095060919923	+0.0011918978632078213	+0.0011268139137172734	+0.0010570860886323823	+9.84239894932825E-4	+9.096406276974394E-4	+8.344582419761287E-4	+7.596514221570682E-4	+6.859667596683086E-4	+6.139487638750598E-4	+5.439568415302481E-4	+4.7618608692095174E-4	+4.1068951147905323E-4	+3.4740007628545033E-4	+2.861515091637038E-4	+2.2669737115206905E-4	+1.6872819283679735E-4	+1.1188674964679339E-4	+5.578171064293795E-5	0.0	
0.0	+5.445120415491524E-5	+1.0954855991664182E-4	+1.6581158708079753E-4	+2.2374126355489878E-4	+2.8380979959731413E-4	+3.4644883387328484E-4	+4.12035537613919E-4	+4.808761461821004E-4	+5.531865125616031E-4	+6.290694218034953E-4	+7.084886547874508E-4	+7.912401867434029E-4	+8.769214969338711E-4	+9.649007897549009E-4	+0.0010542889970694017	+0.001143918702608977	+0.0012323354581601025	+0.0013178080579999596	+0.00139836473423686	+0.0014718613047243864	+0.001536084387954648	+0.0015888874836154385	+0.0016283502636483646	+0.0016529431909792112	+0.0016616731618821923	+0.0016541844209879777	+0.001630794749468767	+0.001592459341362188	+0.0015406699498343994	+0.0014773092998805223	+0.0014044865160168136	+0.0013243778673534055	+0.0012390907122518335	+0.001150560298353212	+0.001060481621368414	+9.702732319460021E-4	+8.810669644980266E-4	+7.9371663288912E-4	+7.088191362898231E-4	+6.267425176718089E-4	+5.476568489953486E-4	+4.7156509118381567E-4	+3.983321499701341E-4	+3.277111765036554E-4	+2.593667571270952E-4	+1.9289503911071727E-4	+1.2784109453936238E-4	+6.371397594312919E-5	0.0	
