0 -0.577350
1 -0.000010
2 -0.000035
3 -0.000090
4 -0.000174
5 -0.000281
6 -0.000407
7 -0.000546
8 -0.000697
9 -0.000854
10 -0.001015
11 -0.001173
12 -0.001323
13 -0.001458
14 -0.001570
15 -0.001650
16 -0.001690
17 -0.001681
18 -0.001614
19 -0.001484
20 -0.001288
21 -0.001030
22 -0.000718
23 -0.000368
24 0.000000
