0 0.249871
1 0.083204
2 0.040030
3 0.024687
4 0.017431
5 0.013245
6 0.010510
7 0.008576
8 0.007135
9 0.006017
10 0.005125
11 0.004395
12 0.003786
13 0.003270
14 0.002825
15 0.002437
16 0.002094
17 0.001787
18 0.001510
19 0.001256
20 0.001020
21 0.000800
22 0.000590
23 0.000389
24 0.000193
25 0.000000
