0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	+8.86444674525921E-6	+1.775593779978471E-5	+2.669888923828005E-5	+3.571513181992129E-5	+4.482258260407507E-5	+5.4033875682881556E-5	+6.335495262075603E-5	+7.27836258535925E-5	+8.230814443946976E-5	+9.190581095550321E-5	+1.0154172031859788E-4	+1.111677144960124E-4	+1.2072166918901744E-4	+1.3012724630592635E-4	+1.392942550598344E-4	+1.4811975977367577E-4	+1.564900488218566E-4	+1.642835324682262E-4	+1.7137456603306332E-4	+1.7763810128226245E-4	+1.8295496103832085E-4	+1.8721742346202051E-4	+1.9033471167000053E-4	+1.9223793146843902E-4	+1.9288400214472902E-4	+1.9225819133456397E-4	+1.9037499142695086E-4	+1.8727724473682316E-4	+1.8303361020681336E-4	+1.77734634166946E-4	+1.7148781412621063E-4	+1.6441211064564684E-4	+1.5663236450442575E-4	+1.4827402348566862E-4	+1.3945849232531714E-4	+1.3029931081697844E-4	+1.2089925717243645E-4	+1.1134838019841589E-4	+1.0172289252352309E-4	+9.208481044024132E-5	+8.248220227398815E-5	+7.29499024390194E-5	+6.351055736054725E-5	+5.417588717598327E-5	+4.494806924615004E-5	+3.5821172696038284E-5	+2.6782595188385355E-5	+1.7814472536791633E-5	+8.895047904712334E-6	0.0	
0.0	+1.775593779978471E-5	+3.556756175114943E-5	+5.3485322520324826E-5	+7.155451748424777E-5	+8.981263392931346E-5	+1.0828659988975655E-4	+1.26989940061524E-4	+1.4591985961661633E-4	+1.6505431141548615E-4	+1.8434914185546912E-4	+2.0373545626255554E-4	+2.231173937890296E-4	+2.42370549789105E-4	+2.613413239204511E-4	+2.798474957475776E-4	+2.976803255338343E-4	+3.146084347397203E-4	+3.303836286766627E-4	+3.4474867779708216E-4	+3.574468777570696E-4	+3.6823297702886154E-4	+3.768848231869991E-4	+3.83214875273525E-4	+3.87080605275639E-4	+3.8839280676241435E-4	+3.871209652821363E-4	+3.8329511722812843E-4	+3.770039941157224E-4	+3.6838965531024975E-4	+3.576391824808169E-4	+3.4497428116112146E-4	+3.306397713538086E-4	+3.1489194412841865E-4	+2.9798763679150905E-4	+2.8017467548954397E-4	+2.6168409645247164E-4	+2.427243257274719E-4	+2.2347730090863867E-4	+2.0409637240085637E-4	+1.8470572968849497E-4	+1.654010549114423E-4	+1.4625110196278296E-4	+1.272999228515567E-4	+1.085695033508819E-4	+9.006261796245153E-5	+7.17657632847762E-5	+5.365207454305422E-5	+3.568416978012467E-5	+1.7816898881774868E-5	0.0	
0.0	+2.6698889238280054E-5	+5.348532252032483E-5	+8.04390415648317E-5	+1.0763210920353494E-4	+1.3512492802181524E-4	+1.6296209391740402E-4	+1.9116807114163473E-4	+2.1974271344916575E-4	+2.4865670576051615E-4	+2.7784706246097905E-4	+3.072128910282703E-4	+3.366117098772423E-4	+3.658566908874766E-4	+3.947152699710667E-4	+4.2290961894052905E-4	+4.501194807024694E-4	+4.7598781713341256E-4	+5.001295858940778E-4	+5.22143736580672E-4	+5.416281991500757E-4	+5.58197249938465E-4	+5.715002288521114E-4	+5.812402145993339E-4	+5.871910254573225E-4	+5.892108775377554E-4	+5.872512472851262E-4	+5.813599449365878E-4	+5.716780457514994E-4	+5.584310321764296E-4	+5.419151401908891E-4	+5.224803630742419E-4	+5.005117806046582E-4	+4.7641084617172717E-4	+4.5057802490979247E-4	+4.233978092501047E-4	+3.9522672655002765E-4	+3.663845658412465E-4	+3.371487332783812E-4	+3.0775142001295236E-4	+2.783791331188604E-4	+2.491740875277452E-4	+2.2023696569978257E-4	+1.9163060165966017E-4	+1.633842189206024E-4	+1.354979333984628E-4	+1.0794731261559305E-4	+8.068785506473737E-5	+5.365931532420052E-5	+2.6789850295750758E-5	0.0	
0.0	+3.57151318199213E-5	+7.155451748424778E-5	+1.0763210920353494E-4	+1.4405173779125053E-4	+1.8090182256494847E-4	+2.182498115769285E-4	+2.5613631576162867E-4	+2.945689507720001E-4	+3.3351596744661413E-4	+3.728998373851754E-4	+4.1259106383412453E-4	+4.5240260701329344E-4	+4.920854398687696E-4	+5.313258718892856E-4	+5.697453748919304E-4	+6.069036881172702E-4	+6.423059375292091E-4	+6.754143418003344E-4	+7.056647680731786E-4	+7.324879358270171E-4	+7.553344703308147E-4	+7.73702343682976E-4	+7.871646207566878E-4	+7.953949895999426E-4	+7.981884403736175E-4	+7.954747575837052E-4	+7.873232118851749E-4	+7.739378744894996E-4	+7.556441311092939E-4	+7.328680091282572E-4	+7.061106532063723E-4	+6.759205852035818E-4	+6.428662688401965E-4	+6.075110617434989E-4	+5.703920168492116E-4	+5.320033316477801E-4	+4.92784646917806E-4	+4.5311393182966844E-4	+4.133043829137288E-4	+3.7360460197469593E-4	+3.342012755908624E-4	+2.9522362227320026E-4	+2.567489696298509E-4	+2.188089455358578E-4	+1.8139589416439714E-4	+1.4446924666730896E-4	+1.07961680019063E-4	+7.178498307656356E-5	+3.583561607908162E-5	0.0	
0.0	+4.4822582604075076E-5	+8.981263392931346E-5	+1.351249280218152E-4	+1.8090182256494847E-4	+2.2726670033296447E-4	+2.743169942970755E-4	+3.2211671999229105E-4	+3.7068849942275113E-4	+4.2000514457479245E-4	+4.69980979097517E-4	+5.204632159781429E-4	+5.712238759120172E-4	+6.219529188019094E-4	+6.722534543582276E-4	+7.21640071019751E-4	+7.695414364792772E-4	+8.15308326918643E-4	+8.582280773675865E-4	+8.975460581454977E-4	+9.324941402479683E-4	+9.623252301392263E-4	+9.863519155644685E-4	+0.0010039862338545155	+0.001014776785580694	+0.0010184391205567717	+0.0010148757082551045	+0.001004182907480723	+9.866440044001288E-4	+9.627092497852298E-4	+9.329654805861091E-4	+8.980990137233644E-4	+8.588558850617782E-4	+8.160032106669104E-4	+7.70294658832813E-4	+7.224419912288233E-4	+6.730935926678351E-4	+6.228200265993612E-4	+5.721060113354382E-4	+5.213478245640706E-4	+4.7085497901712295E-4	+4.208550159819605E-4	+3.7150037741341576E-4	+3.2287649065316923E-4	+2.75010393303329E-4	+2.278794135384718E-4	+1.8141958801583174E-4	+1.355336388136991E-4	+9.009844132154772E-5	+4.4971998799855716E-5	0.0	
0.0	+5.403387568288157E-5	+1.0828659988975656E-4	+1.6296209391740397E-4	+2.182498115769285E-4	+2.743169942970755E-4	+3.313003121212038E-4	+3.8929675189982096E-4	+4.4835368157492234E-4	+5.084581169074582E-4	+5.695253514550274E-4	+6.313872883291727E-4	+6.937810363877247E-4	+7.563386007129898E-4	+8.185787932114854E-4	+8.799027834821729E-4	+9.39594951177167E-4	+9.968308138280644E-4	+0.0010506936933291245	+0.0011002013481636087	+0.001144342955946202	+0.0011821255628683054	+0.0012126275141975157	+0.001235054680723602	+0.001248793880737614	+0.0012534572181419927	+0.0012489114926758495	+0.0012352885115070429	+0.0012129747867982246	+0.0011825821345887938	+0.0011449033456905205	+0.0011008587725626125	+0.0010514401115191124	+9.976569806338447E-4	+9.404904784037859E-4	+8.8085620897432E-4	+8.195776572961921E-4	+7.573695295998704E-4	+6.948298320619065E-4	+6.324390244353928E-4	+5.705644746373283E-4	+5.094685530376443E-4	+4.4931894627460564E-4	+3.9020006473559156E-4	+3.321247138303499E-4	+2.750454663824213E-4	+2.1886539759385646E-4	+1.6344802176404202E-4	+1.0862640440268919E-4	+5.42115208356386E-5	0.0	
0.0	+6.335495262075605E-5	+1.26989940061524E-4	+1.9116807114163473E-4	+2.5613631576162867E-4	+3.2211671999229105E-4	+3.89296751899821E-4	+4.578185493704499E-4	+5.277669091869369E-4	+5.991559610343128E-4	+6.71914623302776E-4	+7.458711525243204E-4	+8.207373861596542E-4	+8.960936441177351E-4	+9.713756897863596E-4	+0.001045865626472176	+0.0011186890575921463	+0.0011888211647798665	+0.0012551044092184516	+0.001316280158001661	+0.0013710355036884209	+0.0014180647777133999	+0.001456142817924052	+0.001484204254734642	+0.0015014205394655244	+0.0015072649666955065	+0.0015015563034015758	+0.001484474174507371	+0.001456543687906218	+0.0014185918158341779	+0.0013716823829132874	+0.0013170390480329503	+0.0012559660281848027	+0.001189774840627193	+0.0011197227988347417	+0.0010469662019103516	+9.725287167469175E-4	+8.972836847258338E-4	+8.219480511054778E-4	+7.47085211745637E-4	+6.731141229651626E-4	+6.003223461547325E-4	+5.288811512136382E-4	+4.588612780029624E-4	+3.902483904072911E-4	+3.229576232666365E-4	+2.5684691032408914E-4	+1.9172899630734468E-4	+1.2738218945678004E-4	+6.356001524175393E-5	0.0	
0.0	+7.278362585359253E-5	+1.4591985961661636E-4	+2.1974271344916583E-4	+2.945689507720001E-4	+3.706884994227512E-4	+4.4835368157492245E-4	+5.277669091869369E-4	+6.090665514468039E-4	+6.923107797174416E-4	+7.774593550373904E-4	+8.643535660861426E-4	+9.526948757902166E-4	+0.0010420233128593753	+0.001131697258326004	+0.001220877007850259	+0.0013085152737160187	+0.001393358494260732	+0.0014739632264933824	+0.0015487317096580324	+0.0016159695590162075	+0.0016739661911132943	+0.0017210949288955207	+0.0017559251518582172	+0.0017773342870123095	+0.0017846043402634387	+0.0017774875962378593	+0.0017562299543901882	+0.0017215476048332936	+0.0016745613403837082	+0.0016167000369215236	+0.0015495886739653746	+0.001474936195803931	+0.0013944354173341886	+0.0013096826093648378	+0.001222119814959206	+0.001132999295496008	+0.0010433671471207404	+9.540619997792716E-4	+8.657245230316077E-4	+7.788138708583558E-4	+6.936279014940849E-4	+6.103247914880322E-4	+5.28944393886165E-4	+4.494283042163659E-4	+3.7163807607603017E-4	+2.953713783926341E-4	+2.203761292867805E-4	+1.463628010214427E-4	+7.301518956517828E-5	0.0	
0.0	+8.230814443946978E-5	+1.6505431141548618E-4	+2.486567057605162E-4	+3.335159674466142E-4	+4.2000514457479256E-4	+5.084581169074582E-4	+5.991559610343128E-4	+6.923107797174416E-4	+7.880465914821423E-4	+8.863770192794613E-4	+9.87179764608337E-4	+0.001090168248871207	+0.0011948613931098376	+0.001300553329718963	+0.001406285908108011	+0.001510828126384126	+0.001612667949384094	+0.0017100230698204088	+0.0018008775655060625	+0.0018830504749644868	+0.0019542993970976448	+0.0020124569057714623	+0.0020555901174769556	+0.0020821655239014712	+0.0020911947815191803	+0.0020823357049269504	+0.0020559284637666187	+0.002012959399054029	+0.001954960043020843	+0.001883861342554894	+0.0018018288394405079	+0.0017111031152184418	+0.0016138633887613305	+0.0015121239283385692	+0.0014076654872460033	+0.0013019986572646216	+0.0011963531175819817	+0.0010916858261551896	+9.887015966971277E-4	+8.87880600909058E-4	+7.895086638411314E-4	+6.937074903695142E-4	+6.004630291559408E-4	+5.096510029109183E-4	+4.2105922315944166E-4	+3.344067030988697E-4	+2.4935982970550113E-4	+1.655459990108195E-4	+8.256519199428544E-5	0.0	
