0 0 0.000000 0.000000 
0 1 0.000000 0.000000 
0 2 0.000000 0.000000 
0 3 0.000000 0.000000 
0 4 0.000000 0.000000 
0 5 0.000000 0.000000 
0 6 0.000000 0.000000 
0 7 0.000000 0.000000 
0 8 0.000000 0.000000 
0 9 0.000000 0.000000 
0 10 0.000000 0.000000 
0 11 0.000000 0.000000 
0 12 0.000000 0.000000 
0 13 0.000000 0.000000 
0 14 0.000000 0.000000 
0 15 0.000000 0.000000 
0 16 0.000000 0.000000 
0 17 0.000000 0.000000 
0 18 0.000000 0.000000 
0 19 0.000000 0.000000 
0 20 0.000000 0.000000 
0 21 0.000000 0.000000 
0 22 0.000000 0.000000 
0 23 0.000000 0.000000 
0 24 0.000000 0.000000 
0 25 0.000000 0.000000 
0 26 0.000000 0.000000 
0 27 0.000000 0.000000 
0 28 0.000000 0.000000 
0 29 0.000000 0.000000 
0 30 0.000000 0.000000 
0 31 0.000000 0.000000 
0 32 0.000000 0.000000 
0 33 0.000000 0.000000 
0 34 0.000000 0.000000 
0 35 0.000000 0.000000 
0 36 0.000000 0.000000 
0 37 0.000000 0.000000 
0 38 0.000000 0.000000 
0 39 0.000000 0.000000 
0 40 0.000000 0.000000 
0 41 0.000000 0.000000 
0 42 0.000000 0.000000 
0 43 0.000000 0.000000 
0 44 0.000000 0.000000 
0 45 0.000000 0.000000 
0 46 0.000000 0.000000 
0 47 0.000000 0.000000 
0 48 0.000000 0.000000 
0 49 0.000000 0.000000 
0 50 0.000000 0.000000 
1 0 0.000000 0.000000 
1 1 -0.707107 -0.707107 
1 2 -0.893891 -0.448284 
1 3 -0.947945 -0.318434 
1 4 -0.969340 -0.245722 
1 5 -0.979774 -0.200105 
1 6 -0.985616 -0.169002 
1 7 -0.989222 -0.146425 
1 8 -0.991617 -0.129210 
1 9 -0.993305 -0.115520 
1 10 -0.994553 -0.104231 
1 11 -0.995516 -0.094598 
1 12 -0.996284 -0.086130 
1 13 -0.996917 -0.078465 
1 14 -0.997451 -0.071356 
1 15 -0.997911 -0.064608 
1 16 -0.998311 -0.058091 
1 17 -0.998663 -0.051695 
1 18 -0.998971 -0.045353 
1 19 -0.999239 -0.039007 
1 20 -0.999467 -0.032630 
1 21 -0.999657 -0.026199 
1 22 -0.999806 -0.019713 
1 23 -0.999913 -0.013174 
1 24 -0.999978 -0.006598 
1 25 -1.000000 -0.000000 
1 26 -0.999978 0.006598 
1 27 -0.999913 0.013174 
1 28 -0.999806 0.019713 
1 29 -0.999657 0.026199 
1 30 -0.999467 0.032630 
1 31 -0.999239 0.039007 
1 32 -0.998971 0.045353 
1 33 -0.998663 0.051695 
1 34 -0.998311 0.058091 
1 35 -0.997911 0.064608 
1 36 -0.997451 0.071356 
1 37 -0.996917 0.078465 
1 38 -0.996284 0.086130 
1 39 -0.995516 0.094598 
1 40 -0.994553 0.104231 
1 41 -0.993305 0.115520 
1 42 -0.991617 0.129210 
1 43 -0.989222 0.146425 
1 44 -0.985616 0.169002 
1 45 -0.979774 0.200105 
1 46 -0.969340 0.245722 
1 47 -0.947945 0.318434 
1 48 -0.893891 0.448284 
1 49 -0.707107 0.707107 
1 50 0.000000 0.000000 
2 0 0.000000 0.000000 
2 1 -0.448284 -0.893891 
2 2 -0.707107 -0.707107 
2 3 -0.830833 -0.556522 
2 4 -0.892466 -0.451116 
2 5 -0.926144 -0.377171 
2 6 -0.946224 -0.323513 
2 7 -0.959099 -0.283071 
