9001 0.109200
9002 0.117600
9003 0.115200
9004 0.107200
9005 0.108800
9006 0.106800
9007 0.111200
9008 0.106800
9009 0.111600
9010 0.105600
9011 0.098800
9012 0.096400
9013 0.095600
9014 0.093200
9015 0.090800
9016 0.098400
9017 0.095600
9018 0.092400
9019 0.091600
9020 0.092000
9021 0.104400
9022 0.099200
9023 0.103200
9024 0.092800
9025 0.082800
9026 0.086800
9027 0.088800
9028 0.096000
9029 0.094400
9030 0.098400
9031 0.101600
9032 0.098000
9033 0.102000
9034 0.105200
9035 0.110800
9036 0.109600
9037 0.106800
9038 0.105600
9039 0.110800
9040 0.108000
9041 0.118000
9042 0.100800
9043 0.099600
9044 0.098000
9045 0.102000
9046 0.107600
9047 0.100800
9048 0.097600
9049 0.095200
9050 0.103600
9051 0.099200
9052 0.096400
9053 0.098800
9054 0.087600
9055 0.089200
9056 0.093200
9057 0.103200
9058 0.106400
9059 0.089600
9060 0.094800
9061 0.094800
9062 0.094800
9063 0.092000
9064 0.088000
9065 0.103200
9066 0.102400
9067 0.107200
9068 0.099600
9069 0.101600
9070 0.102400
9071 0.106000
9072 0.108400
9073 0.109600
9074 0.115600
9075 0.111600
9076 0.112800
9077 0.110000
9078 0.105600
9079 0.098000
9080 0.093600
9081 0.106800
9082 0.106400
9083 0.099600
9084 0.110400
9085 0.110400
9086 0.119600
9087 0.106000
9088 0.112800
9089 0.121200
9090 0.108800
9091 0.102000
9092 0.105200
9093 0.110000
9094 0.113200
9095 0.125200
9096 0.127200
9097 0.135200
9098 0.132000
9099 0.128000
9100 0.119600
9101 0.113200
9102 0.113600
9103 0.114800
9104 0.117200
9105 0.128800
9106 0.114000
9107 0.116000
9108 0.128400
9109 0.137600
9110 0.144400
9111 0.138800
9112 0.142400
9113 0.124000
9114 0.129600
9115 0.126400
9116 0.124800
9117 0.124800
9118 0.120400
9119 0.111200
9120 0.122400
9121 0.124400
9122 0.122800
9123 0.121200
9124 0.108400
9125 0.112800
9126 0.109200
9127 0.110800
9128 0.112800
9129 0.114800
9130 0.120800
9131 0.120800
9132 0.117200
9133 0.125600
9134 0.121200
9135 0.119600
9136 0.119600
9137 0.119200
9138 0.121200
9139 0.124800
9140 0.121600
9141 0.118000
9142 0.112000
9143 0.121600
9144 0.130400
9145 0.130000
9146 0.119200
9147 0.118800
9148 0.125600
9149 0.114400
9150 0.119600
9151 0.123200
9152 0.117200
9153 0.104800
9154 0.115200
9155 0.117200
9156 0.111600
9157 0.112000
9158 0.112400
9159 0.112000
9160 0.118000
9161 0.112400
9162 0.110400
9163 0.115200
9164 0.116800
9165 0.127200
9166 0.123600
9167 0.120000
9168 0.120800
9169 0.121600
9170 0.116400
9171 0.108800
9172 0.108400
9173 0.116800
9174 0.110000
9175 0.109200
9176 0.112000
9177 0.110400
9178 0.123200
9179 0.120800
9180 0.118800
9181 0.120800
9182 0.124000
9183 0.118000
9184 0.112000
9185 0.120800
9186 0.116400
9187 0.105200
9188 0.109600
9189 0.106000
9190 0.098800
9191 0.096800
9192 0.088800
9193 0.096800
9194 0.092800
9195 0.097200
9196 0.098000
9197 0.091600
9198 0.096400
9199 0.103200
9200 0.097200
9201 0.088400
9202 0.091200
9203 0.093200
9204 0.102000
9205 0.105600
9206 0.099600
9207 0.108800
9208 0.105200
9209 0.116400
9210 0.118000
9211 0.122800
9212 0.121600
9213 0.126400
9214 0.126800
9215 0.126000
9216 0.119600
9217 0.130800
9218 0.134000
9219 0.146000
9220 0.141200
9221 0.140000
9222 0.141600
9223 0.147600
9224 0.145200
9225 0.136400
9226 0.130000
9227 0.122000
9228 0.120000
9229 0.121600
9230 0.125600
9231 0.123200
9232 0.122000
9233 0.123600
9234 0.115600
9235 0.109200
9236 0.112400
9237 0.130400
9238 0.122800
9239 0.131600
9240 0.132000
9241 0.118400
9242 0.108800
9243 0.094400
9244 0.087200
9245 0.085200
9246 0.088800
9247 0.091600
9248 0.082000
9249 0.080000
